player_name,year,rounds,measured_rounds,avg_off_tee,avg_approach,avg_around,avg_putting
Ricky Barnes,2017,100,77,-0.638,0.238,0.114,0.26
Danny Lee,2017,93,76,0.037,0.304,-0.263,0.247
Seung-Yul Noh,2017,91,75,-0.541,0.044,0.439,0.244
Martin Flores,2017,88,67,-0.024,0.047,-0.28,0.242
Michael Kim,2017,94,84,-0.247,0.158,0.106,0.229
Martin Laird,2017,83,68,0.214,0.224,0.152,0.221
Charl Schwartzel,2017,63,46,-0.015,0.414,0.184,0.22
Tag Ridings,2017,67,50,0.295,-0.356,-0.111,0.203
Daniel Berger,2017,91,67,0.31,0.584,-0.063,0.202
Daniel Summerhays,2017,100,78,-0.008,-0.123,0.083,0.195
K.J. Choi,2017,72,54,-0.141,-0.511,0.213,0.176
Seamus Power,2017,86,68,-0.067,0.202,0.229,0.174
Charles Howell III,2017,86,68,0.016,0.223,0.081,0.172
Carl Pettersson,2017,63,52,-1.123,-0.385,0.052,0.172
Matt Jones,2017,64,51,0.073,-0.468,0.503,0.17
Billy Horschel,2017,88,78,0.242,0.038,-0.308,0.165
Patrick Cantlay,2017,52,46,0.623,0.467,0.021,0.159
Jimmy Walker,2017,68,48,-0.246,0.522,-0.078,0.157
Sung Kang,2017,104,82,0.255,0.251,-0.182,0.154
Sean O'Hair,2017,84,68,0.272,0.104,-0.105,0.151
Vaughn Taylor,2017,90,76,-0.001,0.135,-0.168,0.139
Paul Casey,2017,94,67,0.367,0.875,0.157,0.138
Sam Saunders,2017,76,61,0.348,-0.136,-0.28,0.138
Cameron Tringale,2017,89,65,-0.75,0.089,0.396,0.125
John Huh,2017,92,76,-0.049,-0.02,0.043,0.124
Kevin Na,2017,86,62,-0.359,0.675,0.319,0.12
Johnson Wagner,2017,71,57,-0.081,-0.088,-0.287,0.12
Brandon Hagy,2017,85,69,0.459,-0.393,0.118,0.109
Dustin Johnson,2017,77,57,1.037,0.727,0.108,0.1
Derek Fathauer,2017,81,64,-0.456,-0.136,-0.149,0.094
Jim Furyk,2017,54,40,-0.406,0.345,-0.05,0.087
Cameron Smith,2017,86,71,-0.13,0.149,0.399,0.084
Chad Collins,2017,66,54,-0.573,-0.254,0.294,0.079
Julián Etulain,2017,68,51,-0.035,-0.292,-0.058,0.078
Morgan Hoffmann,2017,92,82,0.165,-0.419,0.115,0.078
Webb Simpson,2017,102,80,0.002,0.511,0.363,0.07
Adam Scott,2017,58,40,0.517,0.476,0.018,0.056
Jason Dufner,2017,89,70,0.263,0.556,-0.138,0.053
Aaron Baddeley,2017,61,46,-0.782,0.256,0.31,0.044
Geoff Ogilvy,2017,80,67,-0.064,-0.327,0.196,0.043
James Hahn,2017,96,81,0.177,0.016,0.03,0.036
Zac Blair,2017,105,81,-0.155,-0.141,0.218,0.035
Spencer Levin,2017,89,67,-0.161,-0.195,-0.073,0.03
Ian Poulter,2017,72,55,-0.162,0.573,0.501,0.025
Andres Gonzales,2017,73,57,-0.104,-0.089,0.19,0.023
Tom Hoge,2017,54,39,-0.352,0.235,-0.176,0.019
Tim Wilkinson,2017,64,46,-0.289,-0.31,0.538,0.009
Bill Haas,2017,92,68,-0.063,0.355,0.467,0.005
Robert Streb,2017,98,84,-0.159,-0.072,0.305,0.003
Richy Werenski,2017,81,61,0.203,-0.123,-0.303,0
Hudson Swafford,2017,94,76,0.454,0.202,-0.337,-0.005
Fabián Gómez,2017,61,51,0.022,-0.429,0.006,-0.006
Mark Anderson,2017,54,42,-0.149,-0.241,0.082,-0.016
Francesco Molinari,2017,75,57,0.493,0.822,0.121,-0.017
Ryan Moore,2017,82,65,-0.006,0.498,-0.173,-0.017
William McGirt,2017,89,68,0.293,-0.176,-0.166,-0.018
Ollie Schniederjans,2017,92,81,0.125,0.309,-0.032,-0.019
C.T. Pan,2017,88,74,0.064,-0.09,-0.036,-0.023
J.J. Spaun,2017,92,72,0.316,-0.122,-0.24,-0.027
Troy Merritt,2017,82,68,-0.11,-0.032,0.023,-0.028
Ryan Armour,2017,63,49,0.02,0.121,-0.005,-0.029
Dominic Bozzelli,2017,69,55,0.051,-0.342,-0.125,-0.033
Jamie Lovemark,2017,98,76,0.3,0.171,0.275,-0.037
Ben Martin,2017,86,70,0.138,0.297,-0.227,-0.044
Trey Mullinax,2017,88,66,0.368,-0.3,-0.206,-0.046
Brian Stuard,2017,93,67,-0.312,0.224,-0.208,-0.047
Lucas Glover,2017,93,84,0.532,0.32,0.128,-0.048
David Hearn,2017,93,71,-0.175,0.016,0.115,-0.052
Shawn Stefani,2017,72,60,0.01,-0.119,0.122,-0.057
Charley Hoffman,2017,112,89,0.582,0.282,-0.025,-0.059
Justin Rose,2017,66,51,0.582,0.358,0.391,-0.062
Patrick Rodgers,2017,76,66,-0.044,-0.529,-0.077,-0.066
Chris Kirk,2017,89,70,-0.315,0.101,0.059,-0.074
Grayson Murray,2017,94,85,0.353,-0.032,-0.176,-0.082
J.T. Poston,2017,95,71,0.173,0.063,-0.058,-0.099
Patton Kizzire,2017,84,72,-0.744,0.29,-0.021,-0.103
Nick Watney,2017,75,64,-0.063,0.585,-0.238,-0.113
J.B. Holmes,2017,83,57,0.485,0.047,0.105,-0.116
Brendan Steele,2017,89,67,0.416,0.389,0.084,-0.119
Jonathan Randolph,2017,68,47,0.039,-0.213,-0.212,-0.12
Chris Stroud,2017,67,48,-0.094,0.173,0.06,-0.126
Jim Herman,2017,77,66,0.422,0.143,-0.07,-0.127
Ryan Brehm,2017,83,61,0.091,-0.033,-0.09,-0.128
Jason Bohn,2017,75,62,-0.685,-0.246,-0.076,-0.133
Tony Finau,2017,106,91,0.826,0.39,0.065,-0.133
Smylie Kaufman,2017,76,63,0.091,-0.059,-0.073,-0.137
Emiliano Grillo,2017,90,64,0.377,0.316,-0.092,-0.146
Steven Bowditch,2017,59,45,-1.717,-1.26,0.238,-0.15
Rory McIlroy,2017,51,34,0.93,0.307,0.126,-0.151
Ben Crane,2017,86,69,-0.15,-0.024,0.105,-0.155
Kelly Kraft,2017,75,65,-0.205,0.159,-0.479,-0.157
Keegan Bradley,2017,104,87,0.625,0.166,0,-0.163
Bubba Watson,2017,71,51,0.659,-0.204,-0.168,-0.171
Bryson DeChambeau,2017,91,71,0.398,0.02,0.005,-0.18
Nick Taylor,2017,97,83,0.168,0.053,0.121,-0.191
Mark Hubbard,2017,81,61,-0.539,0.101,-0.064,-0.2
Ryo Ishikawa,2017,56,43,-0.58,-0.328,-0.021,-0.204
Cameron Percy,2017,71,55,-0.019,0.266,-0.123,-0.205
Branden Grace,2017,70,43,0.198,0.149,0.146,-0.21
Andrew Loupe,2017,55,47,-0.348,-0.424,-0.403,-0.242
Rick Lamb,2017,54,38,0.686,-0.578,-0.678,-0.254
Matt Every,2017,76,61,-0.734,-0.141,-0.306,-0.272
Bud Cauley,2017,92,80,0.274,0.606,-0.045,-0.274
Kyle Reifers,2017,96,74,-0.023,-0.337,0.218,-0.276
Kevin Streelman,2017,90,78,0.292,0.197,-0.038,-0.281
Chad Campbell,2017,97,85,0.041,0.506,0.144,-0.286
Steven Alker,2017,69,51,-0.289,-0.212,0.398,-0.309
Kyle Stanley,2017,104,94,0.659,0.562,0.038,-0.309
Miguel Angel Carballo,2017,63,43,0.139,-1.035,-0.142,-0.32
Scott Stallings,2017,81,68,0.049,0.375,-0.084,-0.32
Tyrone Van Aswegen,2017,105,80,-0.067,0.084,0.085,-0.32
Anirban Lahiri,2017,72,59,0.234,-0.143,0.059,-0.336
Russell Knox,2017,75,52,0.118,0.184,-0.094,-0.352
Rory Sabbatini,2017,71,53,0.308,0.146,0.028,-0.357
Alex Cejka,2017,85,62,-0.02,-0.2,0.127,-0.359
Gary Woodland,2017,94,64,0.438,0.575,0.038,-0.359
Kevin Chappell,2017,95,68,0.416,0.314,0.091,-0.361
Jhonattan Vegas,2017,95,69,0.37,0.175,0.01,-0.381
Sergio Garcia,2017,65,42,0.808,0.312,0.211,-0.39
Byeong Hun An,2017,77,55,0.53,0.421,0.058,-0.392
Harold Varner III,2017,101,86,0.262,0.33,-0.081,-0.402
Hideki Matsuyama,2017,83,55,0.488,0.692,0.289,-0.41
Retief Goosen,2017,52,41,-0.001,0.009,0.027,-0.425
Luke List,2017,102,86,0.6,0.443,0.074,-0.426
J.J. Henry,2017,92,75,0.208,0.05,0,-0.43
Roberto Castro,2017,70,52,-0.222,0.105,0.079,-0.441
Si Woo Kim,2017,80,56,-0.275,-0.6,0.095,-0.442
Ken Duke,2017,77,60,-0.179,-0.256,0,-0.452
Robert Garrigus,2017,78,60,0.422,0.477,-0.19,-0.456
Brett Drewitt,2017,57,43,-0.209,-0.314,-0.054,-0.457
D.A. Points,2017,68,58,-0.436,0.421,0.087,-0.478
Scott Piercy,2017,70,47,0.199,0.275,-0.207,-0.481
Jason Kokrak,2017,95,79,0.614,0.138,-0.187,-0.491
Brett Stegmaier,2017,78,58,-0.141,-0.117,-0.493,-0.514
Rod Pampling,2017,71,66,-0.11,-0.231,0.183,-0.518
Brad Fritsch,2017,56,42,-0.432,0.235,0.075,-0.596
Boo Weekley,2017,75,61,0.634,0.425,-0.429,-0.954
Ryan Palmer,2017,61,47,0.528,0.473,-0.015,-1.112
Greg Chalmers,2018,56,41,-0.69,-1.192,-0.174,0.79
Jason Day,2018,75,49,0.176,-0.14,0.479,0.77
Alex Noren,2018,67,49,0.208,0.107,-0.029,0.758
Daniel Summerhays,2018,51,38,-0.977,-1.586,-0.277,0.736
Webb Simpson,2018,95,81,-0.116,0.486,0.37,0.692
Beau Hossler,2018,104,90,0.281,-0.395,0.013,0.685
Johnson Wagner,2018,75,55,-0.213,0.078,0.226,0.623
Peter Malnati,2018,87,75,-0.372,-0.257,0.255,0.619
Patrick Rodgers,2018,97,73,-0.039,-0.323,0.034,0.561
Emiliano Grillo,2018,94,73,0.364,0.345,-0.122,0.546
Kevin Na,2018,91,70,-0.378,0.273,0.373,0.533
Kevin Kisner,2018,89,65,-0.043,-0.316,-0.118,0.513
Phil Mickelson,2018,90,70,-0.225,0.555,0.091,0.51
Seamus Power,2018,86,66,0.076,-0.392,-0.003,0.498
Michael Thompson,2018,62,56,-0.073,-0.423,0.05,0.498
Graeme McDowell,2018,67,46,0.124,0.046,0.049,0.478
Brandt Snedeker,2018,84,74,-0.145,-0.026,0.318,0.478
Denny McCarthy,2018,71,49,0.011,-0.347,-0.019,0.449
Brian Gay,2018,103,92,-0.166,0.036,0.253,0.442
Whee Kim,2018,93,73,-0.748,0.03,-0.146,0.427
Justin Rose,2018,70,53,0.551,0.526,0.45,0.424
Brett Stegmaier,2018,67,47,-0.135,0.078,-0.296,0.401
Billy Horschel,2018,86,77,0.538,0.352,-0.169,0.392
Jim Furyk,2018,50,46,-0.392,0.179,0.235,0.389
Dustin Johnson,2018,77,62,0.919,0.829,0.238,0.385
Bud Cauley,2018,55,41,-0.113,-0.032,0.239,0.367
Derek Fathauer,2018,84,68,-0.757,-0.365,-0.048,0.363
Wesley Bryan,2018,69,51,-1.443,0.222,0.407,0.36
Nicholas Lindheim,2018,77,59,-0.258,-0.368,-0.052,0.355
Branden Grace,2018,67,44,0.163,0.174,0.125,0.35
Matt Kuchar,2018,88,65,-0.199,0.216,0.211,0.348
Bryson DeChambeau,2018,93,78,0.586,0.556,0.07,0.346
Hunter Mahan,2018,67,51,0.465,-0.149,-0.453,0.346
Ricky Barnes,2018,65,45,-1.019,0.059,0.257,0.338
Tyrrell Hatton,2018,58,42,0.148,0.202,0.252,0.335
Ben Crane,2018,65,46,-0.302,-0.038,0.184,0.332
Ollie Schniederjans,2018,91,77,-0.41,0.09,0.25,0.325
Tommy Fleetwood,2018,73,54,0.58,0.405,0.296,0.324
Jimmy Walker,2018,81,66,-0.437,0.304,0.166,0.324
Daniel Berger,2018,81,62,0.1,0.543,-0.145,0.319
Austin Cook,2018,107,92,0.12,-0.045,0.179,0.315
Dominic Bozzelli,2018,65,61,-0.244,-0.252,0.133,0.308
Rickie Fowler,2018,74,61,0.244,0.494,0.242,0.296
Martin Laird,2018,73,61,-0.045,0.024,0.209,0.282
Rafa Cabrera Bello,2018,75,48,0.256,0.487,0.096,0.273
Brian Harman,2018,94,72,0.137,-0.024,-0.096,0.273
Justin Thomas,2018,91,68,0.408,0.844,0.311,0.272
Tiger Woods,2018,68,59,0.061,0.883,0.385,0.266
Michael Kim,2018,74,54,-1.023,-0.213,-0.027,0.259
Jonas Blixt,2018,67,48,-0.424,-0.563,0.196,0.244
Ben Silverman,2018,90,76,0.069,-0.385,-0.128,0.238
Aaron Wise,2018,90,80,0.41,0.012,0.042,0.238
Tony Finau,2018,105,81,0.481,0.5,0.222,0.232
David Lingmerth,2018,82,69,0.006,-0.16,-0.081,0.229
Brandon Harkins,2018,101,85,0.181,-0.006,-0.124,0.225
Ian Poulter,2018,73,50,0.141,0.435,0.051,0.223
Harris English,2018,84,68,-0.219,-0.297,0.111,0.222
Charles Howell III,2018,104,78,0.324,0.163,0.095,0.219
Chesson Hadley,2018,103,89,0.146,0.606,-0.102,0.208
Zach Johnson,2018,94,72,-0.059,0.463,0.425,0.206
Zac Blair,2018,64,46,-0.345,0.072,0.394,0.203
Cody Gribble,2018,71,54,-0.212,-0.696,-0.111,0.201
William McGirt,2018,84,75,-0.306,0.091,0.194,0.2
Nick Watney,2018,94,80,0.17,0.141,-0.167,0.2
Anirban Lahiri,2018,82,67,0.07,-0.285,0.12,0.199
Xander Schauffele,2018,96,72,0.24,0.235,-0.027,0.196
Chez Reavie,2018,93,60,0.183,0.437,-0.137,0.192
Roberto Díaz,2018,72,56,-0.165,-0.6,-0.237,0.168
Brooks Koepka,2018,64,54,0.658,0.232,0.162,0.168
Russell Henley,2018,77,58,0.093,0.467,-0.186,0.167
John Huh,2018,94,82,-0.11,0.24,-0.047,0.167
Patrick Reed,2018,94,63,0.051,0.187,0.545,0.164
Brian Stuard,2018,103,88,-0.227,0.099,0.026,0.164
Danny Lee,2018,88,70,0.005,-0.155,0.051,0.156
Kiradech Aphibarnrat,2018,51,34,0.485,-0.247,0.135,0.138
J.T. Poston,2018,73,57,0.381,-0.373,-0.005,0.135
Paul Casey,2018,74,49,0.138,0.586,0.109,0.133
Hideki Matsuyama,2018,75,57,0.194,0.727,0.143,0.132
Adam Schenk,2018,86,66,0.073,-0.262,-0.091,0.13
Marc Leishman,2018,93,73,-0.006,0.211,0.292,0.126
Martin Piller,2018,79,67,-0.248,-0.811,-0.186,0.119
Ben Martin,2018,64,57,-0.142,0.119,-0.096,0.118
Pat Perez,2018,82,51,-0.063,-0.138,0.037,0.115
Jonathan Randolph,2018,71,60,-0.271,-0.538,-0.182,0.115
Cameron Smith,2018,85,61,-0.148,0.034,0.218,0.115
D.A. Points,2018,63,48,-1.069,-0.541,0.051,0.11
Bronson Burgoon,2018,69,57,0.309,0.371,-0.307,0.107
Adam Hadwin,2018,92,66,0.057,0.166,0.267,0.106
Sam Saunders,2018,80,67,0.35,-0.081,-0.138,0.094
Nate Lashley,2018,51,35,0.111,0.036,0.08,0.082
Charl Schwartzel,2018,65,42,-0.035,-0.168,-0.073,0.081
Troy Merritt,2018,89,73,0.138,0.086,-0.092,0.077
Kelly Kraft,2018,94,74,-0.286,0.017,-0.126,0.075
"Ted Potter, Jr.",2018,87,77,-0.074,-0.2,0.105,0.074
Chris Kirk,2018,108,96,-0.048,0.518,0.19,0.073
Trey Mullinax,2018,75,59,0.506,-0.442,-0.207,0.072
Rory McIlroy,2018,64,51,0.761,0.269,0.322,0.06
Rory Sabbatini,2018,91,75,0.217,-0.152,0.234,0.059
Chris Stroud,2018,81,58,-0.277,-0.056,-0.058,0.053
Andrew Putnam,2018,97,77,-0.146,0.38,0.187,0.052
Kevin Tway,2018,110,90,0.271,0.032,-0.026,0.052
Scott Brown,2018,102,81,-0.265,-0.27,-0.175,0.049
Rob Oppenheim,2018,74,54,-0.662,0.026,0.05,0.045
Kyle Stanley,2018,93,67,0.378,0.298,-0.027,0.037
Talor Gooch,2018,78,62,-0.322,0.075,0.053,0.031
Patton Kizzire,2018,92,78,-0.294,0.381,-0.15,0.03
Charley Hoffman,2018,87,68,0.254,0.216,-0.071,0.026
Ryan Blaum,2018,81,72,0.011,-0.074,0.005,0.025
Billy Hurley III,2018,70,57,-0.696,-0.17,0.139,0.025
Jason Kokrak,2018,99,88,0.36,0.257,-0.101,0.022
Peter Uihlein,2018,83,65,0.132,-0.04,0.156,0.021
Jamie Lovemark,2018,92,78,-0.101,-0.04,0.519,0.01
Alex Cejka,2018,77,60,-0.024,-0.169,0.495,0.009
Gary Woodland,2018,96,70,0.803,0.484,-0.228,0.007
Fabián Gómez,2018,88,71,-0.062,-0.015,-0.03,0.001
Bubba Watson,2018,90,68,0.78,0.005,-0.231,0.001
Andrew Landry,2018,82,73,0.206,-0.083,-0.152,-0.01
Tyrone Van Aswegen,2018,101,83,-0.493,-0.008,0.187,-0.01
Blayne Barber,2018,69,60,0.101,-0.047,-0.073,-0.022
Harold Varner III,2018,91,74,0.204,-0.076,0.021,-0.024
Louis Oosthuizen,2018,62,46,0.401,-0.261,0.408,-0.026
Ethan Tracy,2018,72,54,-0.054,-0.424,-0.309,-0.026
Matt Jones,2018,70,47,0.333,-0.386,0.192,-0.034
Jordan Spieth,2018,81,66,0.271,0.409,0.184,-0.034
Shawn Stefani,2018,76,60,-0.093,0.22,0.013,-0.034
Tom Lovelady,2018,87,69,0.379,-0.24,-0.279,-0.049
Abraham Ancer,2018,98,83,0.325,0.074,-0.022,-0.056
Aaron Baddeley,2018,84,70,-0.345,0.117,0.595,-0.057
Ryan Armour,2018,109,96,-0.012,0.213,0.194,-0.058
Jason Dufner,2018,71,52,0.256,-0.009,-0.178,-0.058
Bill Haas,2018,76,66,-0.177,-0.052,0.368,-0.059
Jhonattan Vegas,2018,92,64,0.294,-0.081,-0.124,-0.059
C.T. Pan,2018,104,82,0.215,0.267,0.063,-0.067
Scott Stallings,2018,96,80,-0.008,0.373,-0.025,-0.07
Brice Garnett,2018,99,81,0.188,-0.144,-0.278,-0.076
Vaughn Taylor,2018,83,70,-0.005,0.305,-0.002,-0.08
Robert Streb,2018,78,60,-0.68,0.096,0.084,-0.081
Russell Knox,2018,94,74,0.059,0.263,0.149,-0.088
Lanto Griffin,2018,80,60,-0.046,-0.043,-0.084,-0.096
Cameron Tringale,2018,67,51,-1.351,0.348,0.088,-0.104
Jonathan Byrd,2018,70,48,-0.542,0.043,0.339,-0.106
Richy Werenski,2018,98,74,0.077,-0.169,0.077,-0.109
David Hearn,2018,66,50,-0.17,0.379,-0.113,-0.127
Steve Wheatcroft,2018,60,46,0.112,-0.065,-0.258,-0.128
Stephan Jaeger,2018,81,63,0.045,-0.166,0.175,-0.144
J.J. Spaun,2018,85,71,0.286,0.41,-0.255,-0.149
Jon Rahm,2018,71,51,0.817,0.047,0.176,-0.151
James Hahn,2018,85,69,0.323,0.081,0.028,-0.152
Tom Hoge,2018,101,83,0.018,0.297,-0.079,-0.162
Conrad Shindler,2018,60,44,0.114,-0.008,-0.252,-0.166
Si Woo Kim,2018,108,78,-0.014,-0.2,0.291,-0.168
Mackenzie Hughes,2018,80,68,-0.068,0.353,-0.122,-0.177
Patrick Cantlay,2018,87,67,0.622,0.509,0.146,-0.182
Lucas Glover,2018,65,46,0.514,-0.043,-0.008,-0.186
Matt Atkins,2018,56,40,0.134,-1.039,-0.027,-0.198
Cameron Percy,2018,56,41,0.241,0.039,0.21,-0.205
J.B. Holmes,2018,77,68,0.565,0.159,0.032,-0.207
Sean O'Hair,2018,67,57,0.211,-0.073,-0.164,-0.207
Henrik Stenson,2018,60,44,0.427,0.96,-0.027,-0.207
Sung Kang,2018,89,67,-0.488,-0.094,-0.225,-0.235
Kevin Streelman,2018,94,82,0.439,0.415,0.014,-0.25
Hudson Swafford,2018,73,52,0.225,-0.237,-0.221,-0.26
Ryan Moore,2018,78,66,0.406,0.532,0.273,-0.271
Joel Dahmen,2018,93,71,0.3,0.381,-0.004,-0.277
Byeong Hun An,2018,86,73,0.475,0.448,0.167,-0.285
Adam Scott,2018,78,60,0.3,0.639,0.125,-0.285
Shane Lowry,2018,64,51,0.331,0.245,-0.052,-0.286
Martin Flores,2018,92,72,-0.097,-0.083,-0.098,-0.289
Nick Taylor,2018,94,74,0.049,0.011,0.017,-0.312
Kevin Chappell,2018,77,62,0.608,0.296,-0.236,-0.344
Stewart Cink,2018,87,67,0.057,0.698,0.055,-0.345
Sam Ryder,2018,82,70,0.203,0.399,-0.099,-0.349
Grayson Murray,2018,72,59,0.375,-0.347,-0.015,-0.35
Keegan Bradley,2018,98,80,0.237,0.888,0.026,-0.358
Matt Every,2018,79,61,-0.437,-0.024,-0.314,-0.364
Corey Conners,2018,97,79,0.501,0.275,-0.198,-0.385
Retief Goosen,2018,60,40,-0.392,0.389,-0.083,-0.411
Rod Pampling,2018,62,45,-0.095,-0.415,-0.163,-0.421
Xinjun Zhang,2018,81,57,0.139,-0.254,-0.182,-0.437
Chad Campbell,2018,87,67,-0.042,-0.01,0.023,-0.454
Luke List,2018,98,78,0.795,0.194,0.349,-0.467
Francesco Molinari,2018,73,57,0.69,0.593,0.327,-0.487
Keith Mitchell,2018,99,83,0.706,-0.128,-0.092,-0.504
Ryan Palmer,2018,69,60,0.235,0.236,-0.174,-0.528
Tyler Duncan,2018,97,81,0.273,0.476,-0.166,-0.566
Robert Garrigus,2018,80,68,0.21,0.331,-0.186,-0.569
J.J. Henry,2018,81,63,0.174,0.34,-0.138,-0.569
Scott Piercy,2018,84,68,0.209,0.553,0.097,-0.569
Brendan Steele,2018,74,54,0.557,0.243,-0.195,-0.576
Andrew Yun,2018,51,34,-0.457,-0.447,-0.432,-0.6
Satoshi Kodaira,2018,51,40,0.027,-0.284,-0.93,-0.645
Zecheng Dou,2018,53,36,-0.079,-0.265,-0.187,-0.667
Kyle Thompson,2018,50,36,-0.534,0.036,-0.014,-0.75
